governorID,name,Alliance,power,killpoints,highestPower,deads,t1_kills,t1_KP,t2_kills,t2_KP,t3_kills,t3_KP,t4_kills,t4_KP,t5_kills,t5_KP
13830376,Malin Gincur,[DoS]Dawn of Spartans,"118,693,761","2,250,763,075","118,704,031","20,701,179","1,400,137","280,027","1,347,721","2,695,442","384,689","13,538,756","70,819,147","708,191,470","76,302,869","1,526,057,380"
61455161,MIIGS,[DoS]Dawn of Spartans,"99,668,069","4,588,586,974","99,668,729","17,908,808","21,138,320","4,227,664","5,236,599","10,473,198","12,571,473","50,285,892","177,256,982","1,772,569,820","137,551,520","2,751,030,400"
25802454,kranthi Kumar,[DoS]Dawn of Spartans,"97,728,361","1,510,142,049","102,591,207","22,347,423","164,566,995","32,913,399","804,166","1,608,332","886,887","3,547,548","82,056,723","820,567,230","32,575,277","651,505,540"
26527241,3RY KAROL,[DoS]Dawn of Spartans,"95,733,818","2,379,536,148","96,317,962","16,093,131","112,416,254","22,483,250","2,190,986","4,381,972","282,354","13,129,416","84,749,157","847,491,570","74,602,497","1,492,049,940"
398638,NAELOR,[DoS]Dawn of Spartans,"94,518,559","2,454,099,339","94,518,559","20,117,169","1,543,766","308,753","2,361,613","4,723,226","4,278,460","17,113,840","82,804,330","828,043,300","80,195,511","1,603,910,220"
374116,Leo,[DoS]Dawn of Spartans,"91,955,683","1,917,240,706","95,763,786","10,052,723","11,136,422","2,227,284","1,546,790","3,093,580","2,617,653","10,470,612","79,930,013","799,300,130","55,107,455","1,102,149,100"
381577,Aleksandr1981,[NEP]NobEmpire,"91,269,477","1,028,858,116","94,640,803","16,077,836","146,401,113","29,280,222","1,543,751","3,087,502","1,447,283","5,789,132","35,676,112","356,761,120","31,697,007","633,940,140"
29549806,CHINTu,[DoS]Dawn of Spartans,"90,445,693","999,129,935","99,689,166","21,718,617","140,870,276","28,174,055","859,925","1,719,850","274,190","1,096,760","55,636,437","556,364,370","20,588,745","411,774,900"
41855002,DANCE OF DEATH,[DoS]Dawn of Spartans,"87,990,503","1,208,192,857","88,235,320","10,934,686","16,456,767","3,291,353","9,208,684","18,417,368","006,819","12,027,276","46,970,044","469,700,440","35,237,821","704,756,420"
74567810,Himut,[DoS]Dawn of Spartans,"87,940,578","2,353,843,303","94,339,582","15,677,140","33,095,995","6,619,199","2,791,210","5,582,420","2,320,166","9,280,664","81,893,912","818,939,120","75,671,095","1,513,421,900"
61348805,Frank White,[DoS]Dawn of Spartans,"87,906,176","1,183,291,691","93,200,220","15,909,090","3,378,167","675,633","2,624,109","5,248,218","2,526,590","10,106,360","43,558,666","435,586,660","36,583,741","731,674,820"
63129483,K Handini,[DoS]Dawn of Spartans,"86,775,998","457,169,693","88,704,382","16,060,894","51,801,105","10,360,221","1,591,089","3,182,178","2,445,736","9,782,944","19,687,035","196,870,350","11,848,700","236,974,000"
63129483,K Handini,[DoS]Dawn of Spartans,"86,775,998","457,169,693","88,704,382","16,060,894","51,801,105","10,360,221","1,591,089","3,182,178","2,445,736","9,782,944","19,687,035","196,870,350","11,848,700","236,974,000"
5850663,TORISs,[DoS]Dawn of Spartans,"86,710,996","534,288,913","88,289,913","14,260,771","1,729,717","345,943","876,223","1,752,446","1,104,546","4,418,184","16,425,442","164,254,420","18,175,896","363,517,920"
47606843,SlimShadyyy,,"82,632,024","2,139,216,983","83,481,247","15,284,899","89,464,519","17,892,903","6,295,543","12,591,086","194,831","32,779,324","116,675,337","1,166,753,370","45,460,015","909,200,300"
62201754,SKILL ULGY2,[DoS]Dawn of Spartans,"82,185,245","2,090,561,465","82,185,245","12,283,779","33,811,909","6,762,381","6,286,146","12,572,292","4,905,408","19,621,632","72,267,770","722,677,700","66,446,373","1,328,927,460"
563754,husita,[DoS]Dawn of Spartans,"81,827,006","461,318,262","112,307,255","17,497,934","1,335,321","267,064","261,699","523,398","163,190","652,760","14,533,822","145,338,220","15,726,841","314,536,820"
10465093,Ts Skxll,[DoS]Dawn of Spartans,"81,439,044","289,437,033","82,133,416","7,922,758","3,434,809","686,961","534,440","1,068,880","545,603","2,182,412","9,527,090","95,270,900","9,511,394","190,227,880"
39667032,Tobias Justin,[DoS]Dawn of Spartans,"81,333,541","1,171,560,229","88,148,686","12,998,535","2,176,179","435,235","1,333,847","2,667,694","1,425,545","5,702,180","38,528,430","385,284,300","38,873,541","777,470,820"
61608078,Roxanna Rosee,[DOOm]DOOMsquad,"79,062,252","958,804,531","79,063,472","9,585,820","124,119","624,823","2,036,990","4,073,980","4,536,152","18,144,608","42,982,518","429,825,180","25,306,797","506,135,940"
373404,ALEXANDR VELIK',[DoS]Dawn of Spartans,"77,889,194","251,987,148","85,018,179","13,772,861","644,470","128,894","572,865","1,145,730","718,176","2,872,704","9,752,588","97,525,880","7,515,697","150,313,940"
115512421,Govern Xo,[DoS]Dawn of Spartans,"75,139,675","761,993,918","75,139,675","8,130,868","9,667,413","1,933,482","3,679,066","7,358,132","2,827,766","11,311,064","33,046,092","330,460,920","20,546,516","410,930,320"
74662185,SANTO 007,[DoS]Dawn of Spartans,"73,803,315","685,357,778","75,249,984","20,020,955","2,197,543","439,508","2,237,631","4,475,262","770,317","35,081,268","38,701,132","387,011,320","12,917,521","258,350,420"
377047,TheGamer,[DoS]Dawn of Spartans,"73,501,088","932,510,558","73,501,088","11,214,986","41,698,934","8,339,786","176,791","353,582","62,450","249,800","24,742,479","247,424,790","33,807,130","676,142,600"
18139223,Titybump,[DoS]Dawn of Spartans,"73,249,836","517,760,007","77,452,748","14,136,122","1,685,745","337,149","537,940","1,075,880","476,952","1,907,808","20,156,167","201,561,670","15,643,875","312,877,500"
68725261,KR Binyo 69,[DoS]Dawn of Spartans,"71,220,178","605,228,613","71,227,116","9,455,048","674,989","134,997","88,798","177,596","148,260","593,040","18,028,436","180,284,360","21,201,931","424,038,620"
91192129,HITMAN ¥,[DoS]Dawn of Spartans,"70,787,824","445,387,019","70,796,784","8,582,915","16,026,248","3,205,249","2,141,736","4,283,472","1,280,272","5,121,088","115,964,407","159,644,070","13,656,657","273,133,140"
64090333,Naji Haddad,[DoS]Dawn of Spartans,"69,572,624","136,369,622","73,172,717","15,913,986","89,252","17,850","103,044","206,088","540,051","2,160,204","5,043,440","50,434,400","4,177,554","83,551,080"
50446293,TorisS,[DoS]Dawn of Spartans,"69,422,323","169,462,743","76,010,712","13,094,004","128,067","25,613","153,487","306,974","21,879","87,516","4,139,812","41,398,120","6,382,226","127,644,520"
54092714,LegionsNeverDie,[DA7]ReddDevils,"66,405,684","185,107,766","79,117,875","6,559,774","827,070","165,414","1,865,328","3,730,656","013,744","12,054,976","8,038,304","80,383,040","4,438,684","88,773,680"
85331953,danttee,[DoS]Dawn of Spartans,"65,184,161","71,603,607","65,184,161","3,003,117","106,856","21,371","587,653","1,175,306","325,125","1,300,500","3,234,519","32,345,190","1,838,062","36,761,240"
72847287,Dre-lron DX,[DoS]Dawn of Spartans,"64,630,549","163,399,233","75,186,785","9,040,036","181,616","16,323","53,067","106,134","35,749","142,996","8,061,730","80,617,300","4,125,824","82,516,480"
108541029,XRoid RaGe,[NEP]NobEmpire,"64,248,558","300,766,012","68,217,102","4,324,079","451,893","90,378","439,922","879,844","628,825","2,515,300","8,100,331","81,003,310","10,813,859","216,277,180"
366368,VlaDiK,[DoS]Dawn of Spartans,"64,226,952","75,235,169","78,327,389","5,741,564","297,909","59,581","17,074","34,148","61,090","244,360","4,886,936","48,869,360","1,301,386","26,027,720"
74297428,ednull555,[DoS]Dawn of Spartans,"63,887,501","43,024,692","63,887,501","3,729,946","160,704","32,140","497,313","994,626","589,444","2,357,776","1,873,159","18,731,590","1,045,428","20,908,560"
74297428,ednull555,[DoS]Dawn of Spartans,"63,887,501","43,024,692","63,887,501","3,729,946","160,704","32,140","497,313","994,626","589,444","2,357,776","1,873,159","18,731,590","1,045,428","20,908,560"
37543636,mie),,"62,759,442","14,901,743","62,759,442","7,770,882",968,193,"2,422",,"59,872","239,488","689,806","6,898,060","388,079","7,761,580"
39624206,Mightymouse Ph,[DoS]Dawn of Spartans,"62,686,095","606,316,301","77,910,130","20,803,382","3,590,138","718,027","8,021,176","16,042,352","849,213","3,396,852","20,116,243","201,162,430","19,249,832","384,996,640"
91382952,Sabbaah,[DoS]Dawn of Spartans,"62,423,120","125,428,013","66,740,815","1,928,573","115,656","23,131","72,476","144,952",225,"32,900","6,746,455","67,464,550","2,888,124","57,762,480"
366684,Devil007,[DA7]ReddDevils,"62,317,531","92,928,784","97,748,731","12,259,713","4.
84,122","16,824","49,308","98,616",166,"36,664","3,324,548","33,245,480","2,976,560","59,531,200"
102434413,+ TYRANT «,[DoS]Dawn of Spartans,"61,649,588","441,519,597","61,649,588","5,466,505","4,656,998","931,399","7,306,419","14,612,838","941,615","27,766,460","31,651,632","316,516,320","4,084,629","81,692,580"
25160130,KnightzTemplar,[DoS]Dawn of Spartans,"61,291,115","53,432,363","62,947,018","6,749,061","186,855","37,371",770,"1,540","4,483","17,932","1,618,488","16,184,880","1,859,532","37,190,640"
56139747,—kenshin—,[DoS]Dawn of Spartans,"61,192,218","991,202,655","64,162,190","16,806,893","12,310,795","2,462,159","6,071,095","12,142,190","15,565,299","62,261,196","42,117,659","421,176,590","24,658,026","493,160,520"
30032294,omega karol,[DA7]ReddDevils,"61,017,269","474,840,535","63,586,323","12,514,005","1,654,556","330,911","1,255,360","2,510,720","2,237,471","8,949,884","23,605,250","236,052,500","11,349,826","226,996,520"
401770,Bad Grandpaskip,[MAHA]Phoenix Force,"60,085,829","212,297,975","85,750,479","11,762,871","367,548","73,509","1,108,797","2,217,594","1,219,463","4,877,852","14,531,700","145,317,000","2,990,601","59,812,020"
63718820,DeathbyDragon,[DoS]Dawn of Spartans,"59,923,135","49,684,650","60,204,673","4,545,863","191,584","38,316","88,054","176,108","180,094","320,376","1,821,961","18,219,610","1,546,512","30,930,240"
63445766,KR Sky blue 1,[DoS]Dawn of Spartans,"59,888,077","100,794,304","83,532,223","7,421,025","409,003","81,800","279,753","559,506","469,227","1,876,908","3,079,267","30,792,670","3,374,171","67,483,420"
6765441,naelor shield,[DoS]Dawn of Spartans,"57,344,734","134,603,116","57,344,734","10,414,421","303,742","60,748","1,151,795","2,303,590","2,092,557","8,370,228","3,208,133","32,081,330","4,589,361","91,787,220"
72229957,pretty six,[GSJu]KINGS NUMBER 1,"57,056,937","80,295,824","78,869,984","8,215,210","191,213","38,242","473,160","946,320","383,738","1,534,952","2,828,441","28,284,410","2,474,595","49,491,900"
123678091,ChEshire,[DoS]Dawn of Spartans,"56,736,220","20,480,192","56,736,220","1,966,831","4,321",864,"12,687","25,374","191,336","365,344","1,158,101","11,581,010","425,380","8,507,600"
97071004,penwar x,[DoS]Dawn of Spartans,"56,365,147","137,910,639","56,365,147","9,039,437","1,125,918","225,183","740,143","1,480,286","1,077,125","4,308,500","8,164,331","81,643,310","2,512,668","50,253,360"
15432766,MOVERLORDA,,"55,827,876","294,636,562","57,275,582","7,087,059","1,849,660","369,932","617,700","1,235,400","829,315","3,317,260","20,683,591","206,835,910","4,143,903","82,878,060"
97093042,Ahmed XD,[DoS]Dawn of Spartans,"55,277,959","383,765,756","55,277,959","8,224,224","3,397,811","679,562","1,372,329","2,744,658","1,460,534","5,842,136","20,334,230","203,342,300","8,557,855","171,157,100"
76702787,ydidyw,[GSJu]KINGS NUMBER 1,"54,789,237","364,372,284","78,817,656","7,870,999","7,581,931","1,516,386","210,738","421,476","395,493","1,581,972","13,040,571","130,405,710","11,522,337","230,446,740"
7444282,1Bullet,,"54,065,952","43,357,616","80,008,715","6,270,427","591,664","118,332","92,946","185,892","210,158","840,632","1,960,210","19,602,100","1,130,533","22,610,660"
403622,RUNGSAK,[DoS]Dawn of Spartans,"49,901,140","91,200,305","64,405,695","5,162,301","702,285","140,457","40,158","80,316","47,778","191,112","4,159,284","41,592,840","2,459,779","49,195,580"
80547312,Little Himut,[DoS]Dawn of Spartans,"48,863,236","146,217,668","50,285,728","5,849,290","451,571","90,314","112,845","225,690","24,441","97,764","4,902,144","49,021,440","4,839,123","96,782,460"
80547312,Little Himut,[DoS]Dawn of Spartans,"48,863,236","146,217,668","50,285,728","5,849,290","451,571","90,314","112,845","225,690","24,441","97,764","4,902,144","49,021,440","4,839,123","96,782,460"
759675,lioneleoyfarm,[DoS]Dawn of Spartans,"48,959,669","59,298,775","48,963,273","1,312,689","401,496","80,299","45,304","90,608","41,587","166,348","2,045,034","20,450,340","1,925,559","38,511,180"
66015536,,[NEP]NobEmpire,"48,251,463","27,980,193","53,599,620","7,358,863","471,617","94,323","365,190","730,380","264,940","1,059,760","11,925,061","19,250,610","342,256","6,845,120"
174401118,Vinman3,[DoS]Dawn of Spartans,"48,233,876","5,815,992","48,236,742","1,119,032","101,923","20,384","16,234","32,468","7,575","30,300","180,478","1,804,780","196,403","3,928,060"
364334,Gerdaa,,"47,956,222","74,078,925","65,231,827","7,255,006","191,509","38,301","15,281","30,562","35,963","143,852","3,305,019","33,050,190","2,040,801","40,816,020"
783931,Habibah,[DA7]ReddDevils,"46,735,168","51,799,398","46,735,168","6,900,557","386,914","77,382","1,148,408","2,296,816","1,584,430","6,337,720","2,048,598","20,485,980","1,130,075","22,601,500"
154240520,nintendo,[NEP]NobEmpire,"46,123,820","34,318,866","46,133,844","2,521,425","248,974","49,794","630,643","1,261,286","792,974","3,171,896","1,516,781","15,167,810","733,404","14,668,080"
61933712,Frank Nitti,[DoS]Dawn of Spartans,"45,746,457","92,229,749","50,000,978","8,252,976","185,336","37,067","280,381","560,762","148,360","593,440","1,850,364","18,503,640","3,626,742","72,534,840"
31891359,ALPHA KAROL,[DA7]ReddDevils,"45,400,157","261,920,234","45,421,261","9,650,242","2,279,654","455,930","1,179,241","2,358,482","1,914,858","7,659,432","13,593,981","135,939,810","5,775,329","115,506,580"
156380261,AbAK,[DoS]Dawn of Spartans,"45,294,761","6,337,856","45,294,761","163,216","447,392","89,478","723,204","1,446,408","653,950","2,615,800","109,937","1,099,370","54,340","1,086,800"
371840,SilentSpirit,,"45,128,530","60,682,227","45,130,254","972,369","1,742,315","348,463","3,282,965","6,565,930","977,931","15,911,724","3,621,229","36,212,290","82,191","1,643,820"
125871407,Sleepybear zz,[NEP]NobEmpire,"44,756,412","120,026,847","44,756,412","1,733,178","1,139,317","227,863","3,548,470","7,096,940","623,121","14,492,484","6,073,462","60,734,620","1,873,747","37,474,940"
361571,AITQ,[RFoH Rise of Fairy Heart,"42,383,513","20,696,438","49,873,020","10,726,950","72,412","14,482","33,712","67,424","246,178","984,712","858,906","8,589,060","552,038","11,040,760"
55563804,XAoC,[NEP]NobEmpire,"42,556,729","29,428,734","43,166,624","3,035,858","548,032","109,606","1,522,550","3,045,100","1,821,157","7,284,628","1,064,268","10,642,680","417,336","8,346,720"
2515193,THUND3RJAZZ28,[DoS]Dawn of Spartans,"42,543,232","20,996,224","42,543,232","1,902,864","166,284","33,256","831,253","1,662,506","363,378","1,453,512","1,327,647","13,276,470","228,524","4,570,480"
139232188,SANTO 07,[DoS]Dawn of Spartans,"40,661,811","74,487,174","40,661,811","5,551,681","406,750","81,350","368,377","736,754","359,185","1,436,740","2,557,985","25,579,850","2,332,624","46,652,480"
158146748,nintendOFARM,[NEP]NobEmpire,"40,619,555","10,242,445","40,625,615","754,474","44,245","8,849","120,281","240,562","425,061","1,700,244","713,117","7,131,170","58,081","1,161,620"
37562424,Techedsea #&,[DoS]Dawn of Spartans,"40,112,688","161,049,455","44,125,522","9,045,470","1,573,219","314,643","1,736,152","3,472,304","1,847,177","7,388,708","7,181,546","71,815,460","3,902,917","78,058,340"
141232203,Last bloods,[DoS]Dawn of Spartans,"39,909,805","60,360,394","39,915,054","4,883,480","258,970","51,794","452,445","904,890","92,350","369,400","2,068,201","20,682,010","1,917,615","38,352,300"
1088938,aleksandr81,[NEP]NobEmpire,"39,628,898","90,705,602","41,639,752","2,724,402","821,763","164,352","868,008","1,736,016","1,727,516","6,910,064","5,999,303","59,993,030","1,095,107","21,902,140"
383439,Unerbittliche,[NEP]NobEmpire,"38,039,912","97,314,001","48,558,839","6,557,759","788,856","157,771","3,469,732","6,939,464","859,219","23,436,876","6,010,967","60,109,670","333,511","6,670,220"
136364340,Apém,[DoS]Dawn of Spartans,"37,837,513","1,223,750","37,837,513","94,519",0,0,0,0,0,0,"29,017","290,170","46,679","933,580"
71502542,“ KinG,,"37,074,258","34,929,699","37,074,258","3,541,117","149,458","29,891","34,361","68,722","24,309","97,236","1,786,317","17,863,170","843,534","16,870,680"
1020725,VlaDiKll,[NEP]NobEmpire,"37,070,349","11,033,681","37,070,349","1,768,281","1,137",227,"17,302","34,604",0,0,"959,581","9,595,810","70,152","1,403,040"
1020725,VlaDiKll,[NEP]NobEmpire,"37,070,349","11,033,681","37,070,349","1,768,281","1,137",227,"17,302","34,604",0,0,"959,581","9,595,810","70,152","1,403,040"
147011210,Yushikiro,[DoS]Dawn of Spartans,"37,003,619","172,051,440","38,631,506","3,493,846","7,003,984","1,400,796","2,932,250","5,864,500","4,852,906","19,411,624","10,437,972","104,379,720","2,049,740","40,994,800"
65614008,K Handini F,[NEP]NobEmpire,"36,703,326","17,392,558","39,354,837","3,539,035","138,824","27,764","13,135","26,270","116,686","66,744","398,720","3,987,200","664,229","13,284,580"
167779887,sEKenzo89,[DoS]Dawn of Spartans,"36,646,082","45,419,285","36,646,082","220,609","60,345","12,069","107,452","214,904","176,288","705,152","3,429,784","34,297,840","509,466","10,189,320"
18880437,RUSS1965,[DoS]Dawn of Spartans,"36,285,241","32,805,956","36,703,829","186,802","17,170","3,434","140,026","280,052","338,310","1,353,240","2,976,515","29,765,150","70,204","1,404,080"
129770213,sambalgoreng,[DA7]ReddDevils,"36,310,160","16,907,754","36,310,160","2,746,492","437,141","87,428","1,878,989","3,757,978","553,382","2,213,528","748,326","7,483,260","168,278","3,365,560"
64110544,kranthi Kumar 2,[DoS]Dawn of Spartans,"36,120,062","10,329,041","36,642,682","2,698,045","12,809","2,561",615,"1,230","4,045","16,180","553,549","5,535,490","238,679","4,773,580"
152305300,KOSANTO,[DoS]Dawn of Spartans,"34,698,042","55,393,701","35,912,337","4,548,672","543,627","108,725","967,875","1,935,750","212,709","850,836","1,441,825","14,418,250","1,904,007","38,080,140"
158145098,Nintendo bro,[NEP]NobEmpire,"34,685,038","11,620,563","34,966,150","513,713","14,077","2,815","2,090",,337,"22,148","723,661","7,236,610","217,845","4,356,900"
411278,LORDdark,[NEP]NobEmpire,"34,480,314","797,967","34,480,314","89,826","43,586","8,717","26,852","53,704","153,674","214,696","52,085","520,850",0,0
85878121,TheGamerAlt,,"32,685,711","21,569,031","34,079,535","673,963","1,357","6,785","15,287","30,574","7,275","29,100","1,003,626","10,036,260","573,587","11,471,740"
158308009,EKB96,[NEP]NobEmpire,"33,818,201","16,677,293","33,820,188","1,302,652","56,008","11,201","137,015","274,030","137,503","550,012","1,369,845","13,698,450","107,180","2,143,600"
122182627,xZamas,[DoS]Dawn of Spartans,"32,276,732","44,662,838","32,280,288","2,808,674","1,933,770","386,754","1,956,307","3,912,614","2,132,240","8,528,960","1,719,075","17,190,750","732,188","14,643,760"
120223912,Haulucky,[NEP]NobEmpire,"32,214,137","2,292,447","32,214,137","652,434","36,616","7,323","149,325","298,650","129,931","519,724","75,443","754,430","35,616","712,320"
85473512,boU-,[LiO~]JLions Order,"30,905,582","2,514,744","30,905,582","2,640,454","35,644","7,128","66,442","132,884","1,283","5,132","83,328","833,280","76,816","1,536,320"
366551,Habibah Farms,[DA7]ReddDevils,"30,628,935","2,160,017","30,629,547","2,320,194",916,183,122,244,0,0,"75,773","757,730","70,093","1,401,860"
738503,RUNGSAK 2,[DoS]Dawn of Spartans,"30,271,889","3,999,230","34,798,621","383,376","18,913","3,782","41,353","82,706","17,688","70,752","233,153","2,331,530","75,523","1,510,460"
738503,RUNGSAK 2,[DoS]Dawn of Spartans,"30,271,889","3,999,230","34,798,621","383,376","18,913","3,782","41,353","82,706","17,688","70,752","233,153","2,331,530","75,523","1,510,460"
159898860,Yarik flint,[NEP]NobEmpire,"30,202,449","8,851,735","30,209,145","1,297,427","137,737","27,547","560,261","1,120,522","962,244","3,848,976","361,223","3,612,230","12,123","242,460"
